fiscal_year,year,month,month_numeric,bankwise_type,bank_code,bank_name,total_mandates,accepted,accepted_pct,business_declines,business_declines_pct,technical_declines,technical_declines_pct,no_response_from_customer,no_response_from_customer_pct,total_response_received,total_response_received_pct,time_out,time_out_pct,updated_on,released_on,data_source,data_url
2023-24,2024,January,1,Destination,NSPB,NSDL Payments Banks Ltd,464,80,17.24137931034483,93,20.04310344827586,8,1.7241379310344827,51,10.991379310344827,232,50,232,50,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,PSIB,PUNJAB AND SIND BANK,4215,0,0,0,0,0,0,1182,28.04270462633452,1182,28.04270462633452,3033,71.95729537366547,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,PUNB,PUNJAB NATIONAL BANK,110497,9629,8.714263735667032,66088,59.80976859100247,294,0.2660705720517299,27083,24.51016769686055,103094,93.30027059558178,7403,6.699729404418219,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,PYTM,PAYTM PAYMENTS BANK LTD,36316,20115,55.38880934023571,9133,25.14869479017513,9,0.02478246502918824,6678,18.38858905165767,35935,98.9508756470977,381,1.049124352902302,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,RATN,RBL BANK LIMITED,5568,1707,30.657327586206897,89,1.598419540229885,1,0.01795977011494253,3660,65.73275862068965,5457,98.00646551724138,111,1.9935344827586208,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,SBIN,STATE BANK OF INDIA,797636,218393,27.380032997507637,193639,24.2766123896113,11367,1.42508612951271,238882,29.94874855197108,662281,83.03048006860271,135355,16.96951993139728,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,SCBL,STANDARD CHARTERED BANK,18799,8131,43.252300654290124,1518,8.07489760093622,13,0.06915261450077133,7869,41.858609500505345,17531,93.25496037023245,1268,6.745039629767541,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,SIBL,THE SOUTH INDIAN BANK LIMITED,14732,2051,13.92207439587293,8403,57.03909856095575,379,2.57263100733098,2619,17.777626934564214,13452,91.31143089872387,1280,8.688569101276133,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,STCB,SBM BANK INDIA LTD,320,13,4.0625,249,77.8125,1,0.3125,51,15.937499999999998,314,98.125,6,1.875,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,SURY,SURYODAY SMALL FINANCE BANK LTD,471,21,4.45859872611465,148,31.422505307855626,1,0.21231422505307856,199,42.25053078556263,369,78.343949044586,102,21.656050955414013,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,TMBL,TAMILNAD MERCANTILE BANK LTD,8449,557,6.592496153390933,6310,74.68339448455438,124,1.467629305243224,307,3.633566102497337,7298,86.37708604568589,1151,13.62291395431412,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,UBIN,UNION BANK OF INDIA,98911,8636,8.731081477287663,61434,62.110382060640376,4683,4.73455935133605,7821,7.9071084105913405,82574,83.48313129985543,16337,16.516868700144574,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,UCBA,UCO BANK,64351,3409,5.2975089742195145,143,0.22221876893909961,2660,4.1335798977482865,5488,8.528227999564885,11700,18.18153564047179,52651,81.8184643595282,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,USFB,UJJIVAN SMALL FINANCE BANK LTD,8277,782,9.447867584873746,1248,15.077926785067053,5,0.06040836051709556,1324,15.996133864926906,3359,40.5823365953848,4918,59.4176634046152,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,UTIB,AXIS BANK,149194,37016,24.810649221818572,53820,36.073836749467134,69,0.046248508653163,57226,38.356770379505875,148131,99.28750485944475,1063,0.7124951405552502,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,VARA,THE VARACHHA CO OP BANK LTD,1295,65,5.019305019305019,219,16.91119691119691,34,2.6254826254826256,223,17.220077220077222,541,41.77606177606177,754,58.22393822393822,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,January,1,Destination,YESB,YES BANK,17679,5631,31.851349058204647,1520,8.597771367158776,10,0.05656428531025511,9195,52.010860342779566,16356,92.51654505345324,1323,7.4834549465467495,2026-04-06,2024-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,AIRP,AIRTEL PAYMENTS BANK LTD,23532,8579,36.46,2558,10.87,3478,14.78,2901,12.33,17516,74.43,6016,25.57,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,AKOX,THE AKOLA URBAN CO OP BANK LTD,66,1,1.52,1,3.03,4,6.06,4,6.06,10,16.67,56,83.33,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,APGB,ANDHRA PRAGATHI GRAMEENA BANK,1393,236,16.94,8,0.57,0,0,139,9.98,383,27.49,1010,72.51,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,AUBL,AU SMALL FINANCE BANK,11204,2373,21.18,2576,22.99,0,0,6208,55.41,11157,99.58,47,0.42,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,BARB,BANK OF BARODA,158535,10795,6.81,4360,2.75,2748,1.73,57215,36.09,75118,47.38,83417,52.62,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,BDBL,BANDHAN BANK LTD,34003,888,2.61,1047,3.08,0,0,5585,16.43,7520,22.12,26483,77.88,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,CBIN,CENTRAL BANK OF INDIA,124532,7872,6.32,33308,26.75,12,0.01,82376,66.15,123568,99.23,964,0.77,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,CITI,CITIBANK N A,11129,6879,61.81,1298,11.66,413,3.71,2539,22.81,11129,100,0,0,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,CIUB,CITY UNION BANK LTD,34072,12184,35.76,1602,4.7,0,0,19146,56.19,32932,96.65,1140,3.35,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,CNRB,CANARA BANK,88209,6584,7.46,15633,17.72,715,0.81,62466,70.82,85398,96.81,2811,3.19,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,COSB,THE COSMOS CO-OPERATIVE BANK LTD,5145,456,8.86,26,0.51,0,0,645,12.54,1127,21.9,4018,78.1,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,CSBK,CSB Bank Limited,918,124,13.51,68,7.41,0,0,285,31.05,477,51.96,441,48.04,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,DBSS,DBS BANK INDIA LTD,5103,2620,51.34,439,8.6,0,0,831,16.28,3890,76.23,1213,23.77,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,DCBL,DCB BANK LTD,1320,112,8.48,203,15.38,119,9.02,658,49.85,1092,82.73,228,17.27,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,DEUT,DEUTSCHE BANK AG,681,372,54.63,86,12.63,0,0,199,29.22,657,96.48,24,3.52,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,DLXB,DHANALAXMI BANK,903,186,20.6,0,0,0,0,116,12.85,302,33.44,601,66.56,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,ESAF,ESAF SMALL FINANCE BANK LTD,2745,700,25.5,1028,37.45,0,0,430,15.66,2158,78.62,587,21.38,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,ESFB,EQUITAS SMALL FINANCE BANK LTD,9529,1521,15.96,47,0.49,31,0.33,5677,59.58,7276,76.36,2253,23.64,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,FDRL,FEDERAL BANK,33018,2607,7.9,13400,40.58,532,1.61,16422,49.74,32961,99.83,57,0.17,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,HDFC,HDFC BANK LTD,459145,247870,53.99,27659,6.02,3,0,165440,36.03,440972,96.04,18173,3.96,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,9082,3757,41.37,952,10.48,112,1.23,1163,12.81,5984,65.89,3098,34.11,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,IBKL,IDBI BANK,33465,4295,12.83,418,1.25,613,1.83,20705,61.87,26031,77.79,7434,22.21,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,ICIC,ICICI BANK LTD,174562,76518,43.83,6479,3.71,423,0.24,77657,44.49,161077,92.27,13485,7.73,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,IDFB,IDFC FIRST BANK LTD,35712,12140,33.99,915,2.56,1,0,6583,18.43,19639,54.99,16073,45.01,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,IDIB,INDIAN BANK,79167,4230,5.34,8064,10.19,11004,13.9,15902,20.09,39200,49.52,39967,50.48,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,INDB,INDUSIND BANK,55200,24815,44.95,7314,13.25,32,0.06,8845,16.02,41006,74.29,14194,25.71,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,IOBA,INDIAN OVERSEAS BANK,83271,8363,10.04,70638,84.83,155,0.19,2852,3.42,82008,98.48,1263,1.52,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,JAKA,THE JAMMU AND KASHMIR BANK LTD,2654,165,6.22,139,5.24,0,0,2274,85.68,2578,97.14,76,2.86,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,JSFB,JANA SMALL FINANCE BANK LTD,630,200,31.75,56,8.89,0,0,372,59.05,628,99.68,2,0.32,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,KARB,KARNATAKA BANK LTD,15717,919,5.85,0,0,103,0.66,2833,18.03,3855,24.53,11862,75.47,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,KKBK,KOTAK MAHINDRA BANK LTD,246444,134819,54.71,7255,2.94,1266,0.51,101456,41.17,244796,99.33,1648,0.67,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,KVBL,KARUR VYSA BANK,60843,8018,13.18,2009,3.3,1,0,49032,80.59,59060,97.07,1783,2.93,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,KVGB,KARNATAKA VIKAS GRAMEENA BANK,2996,0,0,0,0,0,0,724,24.17,724,24.17,2272,75.83,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,MAHB,BANK OF MAHARASHTRA,16192,1376,8.5,249,1.54,49,0.3,14322,88.45,15996,98.79,196,1.21,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,NSPB,NSDL Payments Banks Ltd,525,86,16.38,78,14.86,19,3.62,72,13.71,255,48.57,270,51.43,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,PSIB,PUNJAB AND SIND BANK,3100,0,0,0,0,0,0,953,30.74,953,30.74,2147,69.26,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,PUNB,PUNJAB NATIONAL BANK,115211,11329,9.83,68006,59.03,2,0,33638,29.2,112975,98.06,2236,1.94,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,PYTM,PAYTM PAYMENTS BANK LTD,8350,4464,53.46,2120,25.39,0,0,1693,20.28,8277,99.13,73,0.87,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,RATN,RBL BANK LIMITED,5637,1815,32.2,131,2.32,0,0,3646,64.68,5592,99.2,45,0.8,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,SBIN,STATE BANK OF INDIA,793762,232555,29.3,234918,29.6,1,0,322228,40.6,789702,99.49,4060,0.51,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,SCBL,STANDARD CHARTERED BANK,18693,8245,44.11,1455,7.78,1,0.01,8497,45.46,18198,97.35,495,2.65,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,SIBL,THE SOUTH INDIAN BANK LIMITED,12971,2356,18.16,7959,61.36,2,0.02,2509,19.34,12826,98.88,145,1.12,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,STCB,SBM BANK INDIA LTD,324,14,4.32,258,79.63,1,0.31,51,15.74,324,100,0,0,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,SURY,SURYODAY SMALL FINANCE BANK LTD,405,18,4.44,191,47.16,5,1.23,191,47.16,405,100,0,0,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,TMBL,TAMILNAD MERCANTILE BANK LTD,5313,389,7.32,2501,47.07,179,3.37,393,7.4,3462,65.16,1851,34.84,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,UBIN,UNION BANK OF INDIA,108037,9839,9.11,66487,61.54,2389,2.21,9402,8.7,88117,81.56,19920,18.44,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,UCBA,UCO BANK,65658,4492,6.84,197,0.3,0,0,6793,10.35,11482,17.49,54176,82.51,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,USFB,UJJIVAN SMALL FINANCE BANK LTD,6328,514,8.12,1225,19.36,1,0.02,988,15.61,2728,43.11,3600,56.89,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,UTIB,AXIS BANK,145576,37228,25.57,51757,35.55,0,0,56112,38.54,145097,99.67,479,0.33,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,VARA,THE VARACHHA CO OP BANK LTD,1406,66,4.69,248,17.64,14,1,312,22.19,640,45.52,766,54.48,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,February,2,Destination,YESB,YES BANK,18646,6027,32.32,1500,8.04,0,0,10523,56.44,18050,96.8,596,3.2,2026-04-06,2024-03-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,AIRP,AIRTEL PAYMENTS BANK LTD,29250,11859,40.54,7404,25.31,2540,8.68,2538,8.68,24341,83.22,4909,16.78,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,AKOX,THE AKOLA URBAN CO OP BANK LTD,14,0,0,0,0,0,0,1,7.14,1,7.14,13,92.86,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,APGB,ANDHRA PRAGATHI GRAMEENA BANK,1768,252,14.25,4,0.23,0,0,254,14.37,510,28.85,1258,71.15,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,AUBL,AU SMALL FINANCE BANK,10173,2085,20.5,2178,21.41,34,0.33,5727,56.3,10024,98.54,149,1.46,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,BARB,BANK OF BARODA,162685,10789,6.63,4299,2.64,3080,1.89,93087,57.22,111255,68.39,51430,31.61,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,BDBL,BANDHAN BANK LTD,33585,5198,15.48,6199,18.46,0,0,1737,5.17,13134,39.11,20451,60.89,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,CBIN,CENTRAL BANK OF INDIA,121145,7026,5.8,26649,22,25,0.02,81489,67.27,115189,95.08,5956,4.92,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,CITI,CITIBANK N A,10075,6315,62.68,1219,12.1,428,4.25,2030,20.15,9992,99.18,83,0.82,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,CIUB,CITY UNION BANK LTD,35445,13054,36.83,1813,5.11,1,0,14495,40.89,29363,82.84,6082,17.16,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,CNRB,CANARA BANK,97167,6949,7.15,17116,17.62,760,0.78,66425,68.36,91250,93.91,5917,6.09,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,COSB,THE COSMOS CO-OPERATIVE BANK LTD,5351,481,8.99,19,0.36,0,0,772,14.43,1272,23.77,4079,76.23,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,CSBK,CSB Bank Limited,983,126,12.82,70,7.12,0,0,289,29.4,485,49.34,498,50.66,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,DBSS,DBS BANK INDIA LTD,5011,2391,47.72,427,8.52,0,0,889,17.74,3707,73.98,1304,26.02,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,DCBL,DCB BANK LTD,1117,144,12.89,192,17.19,15,1.34,679,60.79,1030,92.21,87,7.79,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,DEUT,DEUTSCHE BANK AG,538,301,55.95,53,9.85,0,0,115,21.38,469,87.17,69,12.83,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,DLXB,DHANALAXMI BANK,1129,210,18.6,0,0,0,0,164,14.53,374,33.13,755,66.87,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,ESAF,ESAF SMALL FINANCE BANK LTD,2882,872,30.26,1015,35.22,7,0.24,462,16.03,2356,81.75,526,18.25,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,ESFB,EQUITAS SMALL FINANCE BANK LTD,7498,1714,22.86,58,0.77,14,0.19,4744,63.27,6530,87.09,968,12.91,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,FDRL,FEDERAL BANK,34089,2604,7.64,13088,38.39,357,1.05,17515,51.38,33564,98.46,525,1.54,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,HDFC,HDFC BANK LTD,464111,258196,55.63,22289,4.8,229,0.05,175876,37.9,456590,98.38,7521,1.62,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,HSBC,THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,9818,4085,41.61,961,9.79,127,1.29,1310,13.34,6483,66.03,3335,33.97,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,IBKL,IDBI BANK,31543,4423,14.02,251,0.8,15,0.05,23528,74.59,28217,89.46,3326,10.54,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,ICIC,ICICI BANK LTD,177884,76441,42.97,6243,3.51,332,0.19,78329,44.03,161345,90.7,16539,9.3,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,IDFB,IDFC FIRST BANK LTD,37698,12797,33.95,975,2.59,65,0.17,6901,18.31,20738,55.01,16960,44.99,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,IDIB,INDIAN BANK,92316,4461,4.83,9246,10.02,69,0.07,27024,29.27,40800,44.2,51516,55.8,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,INDB,INDUSIND BANK,59223,29789,50.3,8509,14.37,274,0.46,18744,31.65,57316,96.78,1907,3.22,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,IOBA,INDIAN OVERSEAS BANK,89247,8880,9.95,75162,84.22,220,0.25,3235,3.62,87497,98.04,1750,1.96,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,JAKA,THE JAMMU AND KASHMIR BANK LTD,3477,163,4.69,178,5.12,0,0,2103,60.48,2444,70.29,1033,29.71,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,JSFB,JANA SMALL FINANCE BANK LTD,688,178,25.87,57,8.28,0,0,438,63.66,673,97.82,15,2.18,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,KARB,KARNATAKA BANK LTD,18968,924,4.87,0,0,72,0.38,3460,18.24,4456,23.49,14512,76.51,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,KKBK,KOTAK MAHINDRA BANK LTD,296353,149093,50.31,6515,2.2,13575,4.58,102147,34.47,271330,91.56,25023,8.44,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,KVBL,KARUR VYSA BANK,65425,8304,12.69,2330,3.56,3,0,37867,57.88,48504,74.14,16921,25.86,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
2023-24,2024,March,3,Destination,KVGB,KARNATAKA VIKAS GRAMEENA BANK,2666,36,1.35,0,0,0,0,590,22.13,626,23.48,2040,76.52,2026-04-06,2024-04-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/ecosystem-statistics/nach
