fiscal_year,year,month,month_numeric,day,date_stamp,volume_in_mn,value_in_cr,updated_on,released_on,data_source,data_url
2021-22,2021,October,10,11,2021-10-11,3.97,1043.87,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,12,2021-10-12,3.78,1002.93,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,13,2021-10-13,3.57,931.25,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,14,2021-10-14,3.11,798.11,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,15,2021-10-15,2.61,630.08,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,16,2021-10-16,2.54,674.83,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,17,2021-10-17,2.07,506.39,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,18,2021-10-18,2.91,766.14,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,19,2021-10-19,2.75,699.75,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,20,2021-10-20,2.93,761.22,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,21,2021-10-21,3.17,841.74,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,22,2021-10-22,3.19,830.59,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,23,2021-10-23,2.94,745.68,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,24,2021-10-24,2.33,535.96,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,25,2021-10-25,2.45,632.76,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,26,2021-10-26,3.12,818.11,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,27,2021-10-27,3.09,821.80,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,28,2021-10-28,3.13,838.11,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,29,2021-10-29,2.98,823.03,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,30,2021-10-30,3.12,879.12,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,October,10,31,2021-10-31,2.50,666.92,2026-04-03,2021-11-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,1,2021-11-01,4.13,1261.70,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,2,2021-11-02,4.13,1207.87,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,3,2021-11-03,4.93,1425.82,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,4,2021-11-04,4.17,1055.97,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,5,2021-11-05,3.27,853.90,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,6,2021-11-06,3.56,960.68,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,7,2021-11-07,2.82,737.75,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,8,2021-11-08,3.84,1075.65,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,9,2021-11-09,3.60,982.57,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,10,2021-11-10,3.13,826.88,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,11,2021-11-11,2.87,778.72,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,12,2021-11-12,3.17,867.42,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,13,2021-11-13,3.05,839.92,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,14,2021-11-14,2.48,629.86,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,15,2021-11-15,3.26,869.20,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,16,2021-11-16,3.19,860.10,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,17,2021-11-17,3.03,810.20,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,18,2021-11-18,3.04,808.39,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,19,2021-11-19,2.67,704.35,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,20,2021-11-20,2.64,717.50,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,21,2021-11-21,2.28,567.29,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,22,2021-11-22,2.69,717.65,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,23,2021-11-23,2.79,750.49,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,24,2021-11-24,2.71,721.12,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,25,2021-11-25,2.72,733.27,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,26,2021-11-26,2.67,720.13,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,27,2021-11-27,2.40,662.35,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,28,2021-11-28,2.02,506.77,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,29,2021-11-29,2.67,726.88,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,November,11,30,2021-11-30,2.62,731.14,2026-04-03,2021-12-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,1,2021-12-01,0.30,893.66,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,2,2021-12-02,0.29,856.78,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,3,2021-12-03,0.31,895.82,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,4,2021-12-04,0.32,881.55,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,5,2021-12-05,0.27,674.66,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,6,2021-12-06,0.35,914.99,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,7,2021-12-07,0.35,933.91,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,8,2021-12-08,0.32,870.21,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,9,2021-12-09,0.32,894.21,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,10,2021-12-10,0.32,892.08,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,11,2021-12-11,0.29,824.07,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,12,2021-12-12,0.23,603.91,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,13,2021-12-13,0.25,690.40,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,14,2021-12-14,0.34,946.55,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,15,2021-12-15,0.32,882.52,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,16,2021-12-16,0.31,858.61,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,17,2021-12-17,0.31,859.42,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,18,2021-12-18,0.30,828.88,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,19,2021-12-19,0.25,613.56,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,20,2021-12-20,0.33,875.33,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,21,2021-12-21,0.32,831.92,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,22,2021-12-22,0.32,825.03,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,23,2021-12-23,0.32,797.66,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,24,2021-12-24,0.31,787.78,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,25,2021-12-25,0.27,687.09,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,26,2021-12-26,0.23,540.66,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,27,2021-12-27,0.32,807.72,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,28,2021-12-28,0.28,748.66,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,29,2021-12-29,0.28,756.56,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,30,2021-12-30,0.31,837.60,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2021,December,12,31,2021-12-31,0.34,896.31,2026-04-03,2022-01-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,1,2022-01-01,3.53,914.10,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,2,2022-01-02,4.99,1186.92,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,3,2022-01-03,5.37,1396.03,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,4,2022-01-04,5.00,1301.92,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,5,2022-01-05,4.35,1089.35,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,6,2022-01-06,4.55,1140.46,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,7,2022-01-07,4.63,1183.55,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,8,2022-01-08,4.29,1094.48,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,9,2022-01-09,3.29,771.15,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,10,2022-01-10,4.85,1220.27,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,11,2022-01-11,4.25,1084.49,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,12,2022-01-12,4.44,1125.76,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,13,2022-01-13,4.45,1115.63,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
2021-22,2022,January,1,14,2022-01-14,3.39,859.00,2026-04-03,2022-02-15,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/aeps/product-statistics
